Rank,Movie,Release Date,Distributor,Genre,Year Gross,Tickets Sold,Movie URL,Year,Domestic Box Office,International Box Office,Worldwide Box Office,Production Budget,MPAA Rating
48,Bombshell,"Dec 13, 2019",Lionsgate,Drama,7172836.0,781354.0,https://www.the-numbers.com/movie/Bombshell#tab=summary,2020,31762808.0,29641586.0,61404394.0,32000000.0,R
49,It's a Wonderful Life,"Dec 20, 1946",,Drama,6644000.0,723747.0,https://www.the-numbers.com/movie/Its-a-Wonderful-Life#tab=summary,2020,12241691.0,4178901.0,16420592.0,3180000.0,PG
50,The Hunt,"Mar 13, 2020",Universal,Thriller/Suspense,5812500.0,633169.0,https://www.the-numbers.com/movie/Hunt-The-(2020)#tab=summary,2020,5812500.0,6588479.0,12400979.0,18200000.0,R
51,The Rhythm Section,"Jan 31, 2020",Paramount Pictures,Thriller/Suspense,5437971.0,592371.0,https://www.the-numbers.com/movie/Rhythm-Section-The-(UK)#tab=summary,2020,5437971.0,545072.0,5983043.0,50000000.0,R
52,Monster Hunter,"Dec 18, 2020",Sony Pictures,Action,5018403.0,546666.0,https://www.the-numbers.com/movie/Monster-Hunter-(2020)#tab=summary,2020,15162470.0,32691423.0,47853893.0,60000000.0,PG-13
53,The SpongeBob Movie: Sponge…,"Aug 14, 2020",Paramount Pictures,Adventure,4810790.0,524051.0,https://www.the-numbers.com/movie/SpongeBob-Movie-Sponge-on-the-Run-The-(2020)#tab=summary,2020,4810790.0,,,60000000.0,PG
54,Hocus Pocus,"Jul 16, 1993",Walt Disney,Comedy,4777471.0,520421.0,https://www.the-numbers.com/movie/Hocus-Pocus-(1993)#tab=summary,2020,50737050.0,1005921.0,51742971.0,28000000.0,PG
55,National Lampoon’s Christma…,"Dec 1, 1989",Warner Bros.,Comedy,4593728.0,500406.0,https://www.the-numbers.com/movie/National-Lampoons-Christmas-Vacation#tab=summary,2020,77934887.0,18821.0,77953708.0,,PG-13
56,Richard Jewell,"Dec 13, 2019",Warner Bros.,Drama,4523325.0,492736.0,https://www.the-numbers.com/movie/Richard-Jewell#tab=summary,2020,22345542.0,22300000.0,44645542.0,45000000.0,R
57,The Broken Hearts Gallery,"Sep 11, 2020",Sony Pictures,Romantic Comedy,4066487.0,442972.0,https://www.the-numbers.com/movie/Broken-Hearts-Gallery-The#tab=summary,2020,4066487.0,769112.0,4835599.0,,PG-13
58,Infidel,"Sep 18, 2020",Cloudburst Entert…,Thriller/Suspense,4051990.0,441393.0,https://www.the-numbers.com/movie/Infidel-(2020)#tab=summary,2020,4051990.0,,,,R
59,A Christmas Story,"Nov 18, 1983",MGM,Comedy,3896391.0,424443.0,https://www.the-numbers.com/movie/Christmas-Story-A#tab=summary,2020,20825395.0,72.0,20825467.0,3250000.0,PG
60,Portrait of a Lady on Fire,"Dec 6, 2019",Neon,Drama,3759854.0,409570.0,https://www.the-numbers.com/movie/Portrait-de-la-jeune-fille-en-feu-(France)#tab=summary,2020,3759854.0,7997273.0,11757127.0,5400000.0,R
61,News of the World,"Dec 25, 2020",Universal,Western,3717170.0,404920.0,https://www.the-numbers.com/movie/News-of-the-World#tab=summary,2020,12668325.0,,,38000000.0,PG-13
62,Bill & Ted Face the Music,"Aug 28, 2020",United Artists,Comedy,3439660.0,374690.0,https://www.the-numbers.com/movie/Bill-and-Ted-Face-the-Music-(2020)#tab=summary,2020,3439660.0,2815970.0,6255630.0,25000000.0,PG-13
63,2020 Oscar Shorts,"Jan 29, 2020",ShortsHD,Multiple Genres,3304748.0,359994.0,https://www.the-numbers.com/movie/2020-Oscar-Shorts#tab=summary,2020,3304748.0,,,,Not Rated
64,Fatale,"Dec 18, 2020",Lionsgate,Thriller/Suspense,3089694.0,336567.0,https://www.the-numbers.com/movie/Fatale-(2020)#tab=summary,2020,6306897.0,516423.0,6823320.0,,R
65,Queen & Slim,"Nov 27, 2019",Universal,Drama,3089365.0,336532.0,https://www.the-numbers.com/movie/Queen-and-Slim-(2019)#tab=summary,2020,43808310.0,4457853.0,48266163.0,20000000.0,R
66,The Empty Man,"Oct 23, 2020",20th Century Studios,Horror,2995698.0,326328.0,https://www.the-numbers.com/movie/Empty-Man-The-(2020)#tab=summary,2020,2995698.0,973982.0,3969680.0,,R
67,My Boyfriend’s Meds,"Feb 21, 2020",Lionsgate,Romantic Comedy,2971116.0,323650.0,https://www.the-numbers.com/movie/Pildoras-De-Mi-Novio-Las-(Mexico)#tab=summary,2020,2971116.0,3311685.0,6282801.0,,R
68,The Last Full Measure,"Jan 24, 2020",Roadside Attractions,Drama,2949212.0,321264.0,https://www.the-numbers.com/movie/Last-Full-Measure-The#tab=summary,2020,2949212.0,371899.0,3321111.0,20000000.0,R
69,A Beautiful Day in the Neig…,"Nov 22, 2019",Sony Pictures,Drama,2894475.0,315302.0,https://www.the-numbers.com/movie/Beautiful-Day-in-the-Neighborhood-A-(2019)#tab=summary,2020,61696436.0,6893567.0,68590003.0,45000000.0,PG
70,Words on Bathroom Walls,"Aug 21, 2020",Roadside Attractions,Drama,2542518.0,276962.0,https://www.the-numbers.com/movie/Words-on-Bathroom-Walls#tab=summary,2020,2542518.0,641662.0,3184180.0,9300000.0,PG-13
71,After We Collided,"Sep 11, 2020",Open Road,Drama,2386483.0,259965.0,https://www.the-numbers.com/movie/After-We-Collided-(2020)#tab=summary,2020,2386483.0,40919909.0,43306392.0,,R
72,The Nightmare Before Christmas,"Oct 13, 1993",,Musical,2286000.0,249019.0,https://www.the-numbers.com/movie/Nightmare-Before-Christmas-The#tab=summary,2020,94693927.0,832988.0,95526915.0,,PG
73,The Lodge,"Feb 7, 2020",Neon,Horror,2138907.0,232996.0,https://www.the-numbers.com/movie/Lodge-The-(2019)#tab=summary,2020,2138907.0,1068341.0,3207248.0,,R
74,Half Brothers,"Dec 4, 2020",Focus Features,Comedy,2016150.0,219624.0,https://www.the-numbers.com/movie/Half-Brothers-(2020)#tab=summary,2020,2241980.0,1033099.0,3275079.0,,PG-13
75,The Personal History of Dav…,"Aug 28, 2020",Searchlight Pictures,Drama,1876298.0,204389.0,https://www.the-numbers.com/movie/Personal-History-of-David-Copperfield-The-(UK)#tab=summary,2020,1876298.0,12754356.0,14630654.0,15600000.0,PG
76,The Wretched,"May 1, 2020",IFC Midnight,Horror,1815440.0,197760.0,https://www.the-numbers.com/movie/Wretched-The#tab=summary,2020,1815440.0,2778781.0,4594221.0,66000.0,Not Rated
77,Joker,"Oct 4, 2019",Warner Bros.,Thriller/Suspense,1678800.0,182875.0,https://www.the-numbers.com/movie/Joker-(2019)#tab=summary,2020,335451311.0,743300000.0,1078751311.0,55000000.0,R
78,The Rental,"Jul 24, 2020",IFC Films,Thriller/Suspense,1637548.0,178382.0,https://www.the-numbers.com/movie/Rental-The#tab=summary,2020,1637548.0,2339286.0,3976834.0,,R
79,Star Wars Ep. V: The Empire…,"Jul 31, 1981",Walt Disney,Adventure,1580209.0,172136.0,https://www.the-numbers.com/movie/Star-Wars-Ep-V-The-Empire-Strikes-Back#tab=summary,2020,291738960.0,257262126.0,549001086.0,23000000.0,PG
80,Once Upon a Time…in Hollywo…,"Jul 26, 2019",Sony Pictures,Thriller/Suspense,1406198.0,153180.0,https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Hollywood-(2019)#tab=summary,2020,142502728.0,234924175.0,377426903.0,90000000.0,R
81,2 Hearts,"Oct 16, 2020",Freestyle Releasing,Drama,1349284.0,146980.0,https://www.the-numbers.com/movie/2-Hearts-(2020)#tab=summary,2020,1349284.0,,,,PG-13
82,Jay and Silent Bob Reboot,"Oct 15, 2019",Fathom Events,Comedy,1330666.0,144952.0,https://www.the-numbers.com/movie/Jay-and-Silent-Bob-Reboot#tab=summary,2020,4589490.0,140738.0,4730228.0,10000000.0,R
83,Train to Busan Presents: Pe…,"Aug 21, 2020",Well Go USA,Horror,1224525.0,133390.0,https://www.the-numbers.com/movie/Peninsula-(2020-South-Korea)#tab=summary,2020,1224525.0,33866998.0,35091523.0,16000000.0,
84,Promising Young Woman,"Dec 25, 2020",Focus Features,Black Comedy,1208180.0,131610.0,https://www.the-numbers.com/movie/Promising-Young-Woman#tab=summary,2020,6460965.0,12393201.0,18854166.0,,R
85,Met Opera — Agrippina,"Feb 29, 2020",Fathom Events,Concert/Perfor…,1150000.0,125272.0,https://www.the-numbers.com/movie/Met-Opera-Agrippina-(2020)#tab=summary,2020,1150000.0,303796.0,1453796.0,,Not Rated
86,True to the Game 2: Gena’s …,"Nov 6, 2020",Faith Media Distr…,Thriller/Suspense,1117808.0,121765.0,https://www.the-numbers.com/movie/True-to-the-Game-2-Genas-Story#tab=summary,2020,1117808.0,,,,R
87,The Assistant,"Jan 31, 2020",Bleecker Street,Drama,1100310.0,119859.0,https://www.the-numbers.com/movie/Assistant-The#tab=summary,2020,1100310.0,600219.0,1700529.0,1780000.0,R
88,IP Man: The Finale,"Dec 25, 2019",Well Go USA,Action,1089355.0,118666.0,https://www.the-numbers.com/movie/Yip-Man-4-(Hong-Kong)#tab=summary,2020,3956031.0,188661860.0,192617891.0,,Not Rated
89,Love and Monsters,"Oct 16, 2020",Paramount Pictures,Adventure,1070714.0,116635.0,https://www.the-numbers.com/movie/Love-and-Monsters-(2020)#tab=summary,2020,1070714.0,60969.0,1131683.0,30000000.0,PG-13
90,Relic,"Jul 3, 2020",IFC Midnight,Thriller/Suspense,1047083.0,114061.0,https://www.the-numbers.com/movie/Relic-(Australia)#tab=summary,2020,1047083.0,2191456.0,3238539.0,,R
91,The Tax Collector,"Aug 7, 2020",RLJ Entertainment,Action,1044212.0,113748.0,https://www.the-numbers.com/movie/Tax-Collector-The#tab=summary,2020,1044212.0,265759.0,1309971.0,30000000.0,
92,Die Hard,"Jul 15, 1988",20th Century Studios,Action,1036063.0,112860.0,https://www.the-numbers.com/movie/Die-Hard-(1988)#tab=summary,2020,85892546.0,57759104.0,143651650.0,28000000.0,R
93,Becky,"Jun 5, 2020",Quiver,Thriller/Suspense,1002852.0,109243.0,https://www.the-numbers.com/movie/Becky#tab=summary,2020,1002852.0,60414.0,1063266.0,,R
94,Break the Silence The Movie,"Sep 24, 2020",Trafalgar Releasing,Documentary,1000000.0,108932.0,https://www.the-numbers.com/movie/Break-the-Silence-The-Movie-(2020-South-Korea)#tab=summary,2020,1000000.0,9670308.0,10670308.0,,
95,Elf,"Nov 7, 2003",New Line,Comedy,905000.0,98583.0,https://www.the-numbers.com/movie/Elf-(2003)#tab=summary,2020,184129376.0,46812848.0,230942224.0,32000000.0,PG
96,All My Life,"Dec 4, 2020",Universal,Drama,899585.0,97994.0,https://www.the-numbers.com/movie/All-My-Life-(2020)#tab=summary,2020,913935.0,1110128.0,2024063.0,25000000.0,PG-13
97,The Song of Names,"Dec 25, 2019",Sony Pictures Cla…,Drama,891579.0,97121.0,https://www.the-numbers.com/movie/Song-of-Names-The-(Canada)#tab=summary,2020,1077584.0,42252.0,1119836.0,,PG-13
98,Toy Story,"Nov 22, 1995",Walt Disney,Adventure,870305.0,94804.0,https://www.the-numbers.com/movie/Toy-Story#tab=summary,2020,199242025.0,176210432.0,375452457.0,30000000.0,G
99,Met Opera: Wozzeck,"Jan 11, 2020",Fathom Events,Concert/Perfor…,863000.0,94008.0,https://www.the-numbers.com/movie/Met-Opera-Wozzeck-(2020)#tab=summary,2020,863000.0,169950.0,1032950.0,,Not Rated
100,Cut Throat City,"Jul 31, 2020",Well Go USA,Drama,855894.0,93234.0,https://www.the-numbers.com/movie/Cut-Throat-City#tab=summary,2020,855894.0,9013.0,864907.0,8000000.0,R
1,Spider-Man: No Way Home,"Dec 17, 2021",Sony Pictures,Action,572984769.0,56340685.0,https://www.the-numbers.com/movie/Spider-Man-No-Way-Home-(2021)#tab=summary,2021,814811535.0,1106395051.0,1921206586.0,200000000.0,PG-13
2,Shang-Chi and the Legend of…,"Sep 3, 2021",Walt Disney,Action,224543292.0,22078986.0,https://www.the-numbers.com/movie/Shang-Chi-and-the-Legend-of-the-Ten-Rings-(2021)#tab=summary,2021,224543292.0,207681342.0,432224634.0,150000000.0,PG-13
3,Venom: Let There be Carnage,"Oct 1, 2021",Sony Pictures,Action,212609036.0,20905510.0,https://www.the-numbers.com/movie/Venom-Let-There-be-Carnage#tab=summary,2021,213550366.0,287996556.0,501546922.0,110000000.0,PG-13
4,Black Widow,"Jul 9, 2021",Walt Disney,Action,183651655.0,18058176.0,https://www.the-numbers.com/movie/Black-Widow-(2021)#tab=summary,2021,183651655.0,196099476.0,379751131.0,200000000.0,PG-13
5,F9: The Fast Saga,"Jun 25, 2021",Universal,Action,173005945.0,17011401.0,https://www.the-numbers.com/movie/F9-The-Fast-Saga-(2021)#tab=summary,2021,173005945.0,546354123.0,719360068.0,200000000.0,PG-13
6,Eternals,"Nov 5, 2021",Walt Disney,Action,164694432.0,16194143.0,https://www.the-numbers.com/movie/Eternals-(2021)#tab=summary,2021,164870264.0,236861495.0,401731759.0,200000000.0,PG-13
7,No Time to Die,"Oct 8, 2021",United Artists,Action,160772007.0,15808456.0,https://www.the-numbers.com/movie/No-Time-to-Die-(2021)#tab=summary,2021,160891007.0,598038764.0,758929771.0,250000000.0,PG-13
8,A Quiet Place: Part II,"May 28, 2021",Paramount Pictures,Horror,160215764.0,15753762.0,https://www.the-numbers.com/movie/Quiet-Place-Part-II-A-(2020)#tab=summary,2021,160215764.0,136434592.0,296650356.0,61000000.0,PG-13
9,Ghostbusters: Afterlife,"Nov 19, 2021",Sony Pictures,Comedy,122378960.0,12033329.0,https://www.the-numbers.com/movie/Ghostbusters-Afterlife#tab=summary,2021,129360575.0,73630513.0,202991088.0,75000000.0,PG-13
10,Free Guy,"Aug 13, 2021",20th Century Studios,Action,121626598.0,11959351.0,https://www.the-numbers.com/movie/Free-Guy-(2020)#tab=summary,2021,121626598.0,201452243.0,323078841.0,,PG-13
11,Jungle Cruise,"Jul 30, 2021",Walt Disney,Adventure,116987516.0,11503197.0,https://www.the-numbers.com/movie/Jungle-Cruise-(2021)#tab=summary,2021,116987516.0,93482287.0,210469803.0,200000000.0,PG-13
12,Dune,"Oct 22, 2021",Warner Bros.,Action,107176143.0,10538460.0,https://www.the-numbers.com/movie/Dune-(2020)#tab=summary,2021,111031267.0,318518799.0,429550066.0,165000000.0,PG-13
13,Godzilla vs. Kong,"Mar 31, 2021",Warner Bros.,Action,100916094.0,9922920.0,https://www.the-numbers.com/movie/Godzilla-vs-Kong-(2020)#tab=summary,2021,100916094.0,369200000.0,470116094.0,155000000.0,PG-13
14,Halloween Kills,"Oct 15, 2021",Universal,Horror,92002155.0,9046426.0,https://www.the-numbers.com/movie/Halloween-Kills-(2021)#tab=summary,2021,92002155.0,38849007.0,130851162.0,20000000.0,R
15,Encanto,"Nov 24, 2021",Walt Disney,Adventure,90628329.0,8911340.0,https://www.the-numbers.com/movie/Encanto-(2021)#tab=summary,2021,96093622.0,134721540.0,230815162.0,150000000.0,PG
16,Cruella,"May 28, 2021",Walt Disney,Comedy,86103234.0,8466395.0,https://www.the-numbers.com/movie/Cruella-(2021)#tab=summary,2021,86103234.0,139706829.0,225810063.0,100000000.0,PG-13
17,Sing 2,"Dec 22, 2021",Universal,Musical,76483155.0,7520468.0,https://www.the-numbers.com/movie/Sing-2-(2021)#tab=summary,2021,162790990.0,241743598.0,404534588.0,85000000.0,PG
18,Space Jam: A New Legacy,"Jul 16, 2021",Warner Bros.,Comedy,70592228.0,6941222.0,https://www.the-numbers.com/movie/Space-Jam-A-New-Legacy#tab=summary,2021,70592228.0,93100000.0,163692228.0,150000000.0,PG
19,The Conjuring: The Devil Ma…,"Jun 4, 2021",Warner Bros.,Horror,65631050.0,6453397.0,https://www.the-numbers.com/movie/Conjuring-The-Devil-Made-Me-Do-It-The#tab=summary,2021,65631050.0,140800000.0,206431050.0,40000000.0,R
20,Candyman,"Aug 27, 2021",Universal,Horror,61186570.0,6016379.0,https://www.the-numbers.com/movie/Candyman-(2020)#tab=summary,2021,61186570.0,16200093.0,77386663.0,25000000.0,R
21,The Boss Baby: Family Business,"Jul 2, 2021",Universal,Adventure,57300280.0,5634246.0,https://www.the-numbers.com/movie/Boss-Baby-Family-Business-The-(2021)#tab=summary,2021,57300280.0,88981452.0,146281732.0,82000000.0,PG
22,The Addams Family 2,"Oct 1, 2021",United Artists,Adventure,56489153.0,5554488.0,https://www.the-numbers.com/movie/Addams-Family-2-The#tab=summary,2021,56489153.0,62894083.0,119383236.0,,PG
23,The Suicide Squad,"Aug 6, 2021",Warner Bros.,Action,55817425.0,5488439.0,https://www.the-numbers.com/movie/Suicide-Squad-The-(2021)#tab=summary,2021,55817425.0,112900000.0,168717425.0,185000000.0,R
24,Raya and the Last Dragon,"Mar 5, 2021",Walt Disney,Adventure,54723032.0,5380829.0,https://www.the-numbers.com/movie/Raya-and-the-Last-Dragon-(2021)#tab=summary,2021,54723032.0,61480896.0,116203928.0,,PG
25,Demon Slayer The Movie: Mug…,"Apr 23, 2021",FUNimation,Adventure,49888502.0,4905457.0,https://www.the-numbers.com/movie/Demon-Slayer-Kimetsu-no-Yaiba-The-Movie-Mugen-Train-(2020-Japan)#tab=summary,2021,50272044.0,462432019.0,512704063.0,15750000.0,R
26,House of Gucci,"Nov 24, 2021",United Artists,Drama,49023527.0,4820405.0,https://www.the-numbers.com/movie/House-of-Gucci-(2021)#tab=summary,2021,53809574.0,93664564.0,147474138.0,75000000.0,R
27,Clifford the Big Red Dog,"Nov 10, 2021",Paramount Pictures,Adventure,48947356.0,4812916.0,https://www.the-numbers.com/movie/Clifford-the-Big-Red-Dog-(2020)#tab=summary,2021,48947356.0,64402831.0,113350187.0,64000000.0,PG
28,Old,"Jul 23, 2021",Universal,Thriller/Suspense,48276510.0,4746953.0,https://www.the-numbers.com/movie/Old-(2021)#tab=summary,2021,48276510.0,41560287.0,89836797.0,18000000.0,PG-13
29,Tom and Jerry,"Feb 26, 2021",Warner Bros.,Adventure,46536687.0,4575879.0,https://www.the-numbers.com/movie/Tom-and-Jerry-(2020)#tab=summary,2021,46536687.0,90000000.0,136536687.0,50000000.0,PG
30,The Forever Purge,"Jul 2, 2021",Universal,Horror,44539245.0,4379473.0,https://www.the-numbers.com/movie/Forever-Purge-The#tab=summary,2021,44539245.0,32411280.0,76950525.0,18000000.0,R
31,Mortal Kombat,"Apr 23, 2021",Warner Bros.,Action,42326031.0,4161852.0,https://www.the-numbers.com/movie/Mortal-Kombat-(2021)#tab=summary,2021,42326031.0,42100000.0,84426031.0,55000000.0,R
32,Peter Rabbit 2: The Runaway,"Jun 11, 2021",Sony Pictures,Adventure,40501717.0,3982470.0,https://www.the-numbers.com/movie/Peter-Rabbit-2-The-Runaway#tab=summary,2021,40501717.0,116713267.0,157214984.0,45000000.0,PG
33,PAW Patrol: The Movie,"Aug 20, 2021",Paramount Pictures,Adventure,40127371.0,3945661.0,https://www.the-numbers.com/movie/Paw-Patrol-The-Movie-(2021-Canada)#tab=summary,2021,40127371.0,111276048.0,151403419.0,26000000.0,G
34,The Hitman’s Wife’s Bodygua…,"Jun 16, 2021",Lionsgate,Comedy,38014727.0,3737928.0,https://www.the-numbers.com/movie/Hitmans-Wifes-Bodyguard-The-(2021)#tab=summary,2021,38014727.0,29372728.0,67387455.0,70000000.0,R
35,Don’t Breathe 2,"Aug 13, 2021",Sony Pictures,Horror,32638038.0,3209247.0,https://www.the-numbers.com/movie/Dont-Breathe-2-(2021)#tab=summary,2021,32638038.0,14563309.0,47201347.0,15000000.0,R
36,In the Heights,"Jun 10, 2021",Warner Bros.,Musical,29975167.0,2947411.0,https://www.the-numbers.com/movie/In-the-Heights-(2021)#tab=summary,2021,29975167.0,15200000.0,45175167.0,55000000.0,PG-13
37,Snake Eyes: G.I. Joe Origins,"Jul 23, 2021",Paramount Pictures,Action,28264325.0,2779186.0,https://www.the-numbers.com/movie/Snake-Eyes-G-I-Joe-Origins-(2021)#tab=summary,2021,28264325.0,6412896.0,34677221.0,88000000.0,PG-13
38,West Side Story,"Dec 10, 2021",20th Century Studios,Musical,28169248.0,2769838.0,https://www.the-numbers.com/movie/West-Side-Story-(2021)#tab=summary,2021,38530322.0,36299047.0,74829369.0,100000000.0,PG-13
39,The Matrix Resurrections,"Dec 22, 2021",Warner Bros.,Action,28134634.0,2766434.0,https://www.the-numbers.com/movie/Matrix-Resurrections-The-(2021)#tab=summary,2021,40463197.0,119700000.0,160163197.0,190000000.0,R
40,Nobody,"Mar 26, 2021",Universal,Thriller/Suspense,27568035.0,2710721.0,https://www.the-numbers.com/movie/Nobody-(2021)#tab=summary,2021,27568035.0,29944435.0,57512470.0,16000000.0,R
41,Wrath of Man,"May 7, 2021",United Artists,Action,27466489.0,2700736.0,https://www.the-numbers.com/movie/Wrath-of-Man-(2021)#tab=summary,2021,27466489.0,76446916.0,103913405.0,40000000.0,R
42,The Croods: A New Age,"Nov 25, 2020",Universal,Adventure,26234535.0,2579600.0,https://www.the-numbers.com/movie/Croods-A-New-Age-The-(2020)#tab=summary,2021,58568815.0,156197423.0,214766238.0,65000000.0,PG
43,Escape Room: Tournament of …,"Jul 16, 2021",Sony Pictures,Horror,25314753.0,2489160.0,https://www.the-numbers.com/movie/Escape-Room-Tournament-of-Champions-(2021)#tab=summary,2021,25314753.0,28178311.0,53493064.0,15000000.0,PG-13
44,Respect,"Aug 13, 2021",United Artists,Drama,24278399.0,2387256.0,https://www.the-numbers.com/movie/Respect-(2020)#tab=summary,2021,24278399.0,11474452.0,35752851.0,,PG-13
45,Wonder Woman 1984,"Dec 25, 2020",Warner Bros.,Action,23791725.0,2339403.0,https://www.the-numbers.com/movie/Wonder-Woman-1984-(2020)#tab=summary,2021,46801036.0,122800000.0,169601036.0,200000000.0,PG-13
46,Spiral,"May 14, 2021",Lionsgate,Horror,23216862.0,2282877.0,https://www.the-numbers.com/movie/Spiral-(2021)#tab=summary,2021,23216862.0,16302726.0,39519588.0,20000000.0,R
47,Ron’s Gone Wrong,"Oct 22, 2021",20th Century Studios,Adventure,23009270.0,2262465.0,https://www.the-numbers.com/movie/Rons-Gone-Wrong-(2020)#tab=summary,2021,23009270.0,35225538.0,58234808.0,,PG
48,Spirit Untamed,"Jun 4, 2021",Universal,Adventure,17716215.0,1742007.0,https://www.the-numbers.com/movie/Spirit-Untamed-(2021)#tab=summary,2021,17716215.0,24519529.0,42235744.0,30000000.0,PG
49,The Green Knight,"Jul 30, 2021",A24,Adventure,17173321.0,1688625.0,https://www.the-numbers.com/movie/Green-Knight-The#tab=summary,2021,17173321.0,2849170.0,20022491.0,15000000.0,R
50,Resident Evil: Welcome to R…,"Nov 24, 2021",Sony Pictures,Horror,16923891.0,1664099.0,https://www.the-numbers.com/movie/Resident-Evil-Welcome-to-Raccoon-City-(2021)#tab=summary,2021,17000612.0,24908479.0,41909091.0,25000000.0,R
51,The King’s Man,"Dec 22, 2021",20th Century Studios,Action,16258724.0,1598695.0,https://www.the-numbers.com/movie/Kings-Man-The-(2020)#tab=summary,2021,37176373.0,83948927.0,121125300.0,100000000.0,R
52,The French Dispatch,"Oct 22, 2021",Searchlight Pictures,Comedy,15976770.0,1570971.0,https://www.the-numbers.com/movie/French-Dispatch-The#tab=summary,2021,16124375.0,31262788.0,47387163.0,,R
53,The Marksman,"Jan 15, 2021",Open Road,Action,15566093.0,1530589.0,https://www.the-numbers.com/movie/Marksman-The-(2021)#tab=summary,2021,15566093.0,8289754.0,23855847.0,23000000.0,PG-13
54,The Unholy,"Apr 2, 2021",Sony Pictures,Horror,15532137.0,1527250.0,https://www.the-numbers.com/movie/Unholy-The-(2021)#tab=summary,2021,15532137.0,15259887.0,30792024.0,10000000.0,PG-13
55,The Little Things,"Jan 29, 2021",Warner Bros.,Thriller/Suspense,15342746.0,1508628.0,https://www.the-numbers.com/movie/Little-Things-The#tab=summary,2021,15342746.0,15500000.0,30842746.0,30000000.0,R
56,Dear Evan Hansen,"Sep 24, 2021",Universal,Musical,15002646.0,1475186.0,https://www.the-numbers.com/movie/Dear-Evan-Hansen#tab=summary,2021,15002646.0,2507213.0,17509859.0,28000000.0,PG-13
57,King Richard,"Nov 19, 2021",Warner Bros.,Drama,14730278.0,1448405.0,https://www.the-numbers.com/movie/King-Richard-(2020)#tab=summary,2021,15138334.0,24400000.0,39538334.0,50000000.0,PG-13
58,Stillwater,"Dec 31, 2020",Focus Features,Drama,14465535.0,1422373.0,https://www.the-numbers.com/movie/Stillwater#tab=summary,2021,14465535.0,2778167.0,17243702.0,,R
59,Malignant,"Sep 10, 2021",Warner Bros.,Horror,13391791.0,1316794.0,https://www.the-numbers.com/movie/Malignant#tab=summary,2021,13391791.0,21500000.0,34891791.0,40000000.0,R
60,Christmas with the Chosen: …,"Dec 1, 2021",Fathom Events,Concert/Perfor…,13388000.0,1316420.0,https://www.the-numbers.com/movie/Christmas-with-the-Chosen-The-Messengers-(2021)#tab=summary,2021,13388000.0,,,,
61,Chaos Walking,"Mar 5, 2021",Lionsgate,Action,13287908.0,1306579.0,https://www.the-numbers.com/movie/Chaos-Walking#tab=summary,2021,13287908.0,13784261.0,27072169.0,100000000.0,PG-13
62,American Underdog: The Kurt…,"Dec 25, 2021",Lionsgate,Drama,12213600.0,1200944.0,https://www.the-numbers.com/movie/American-Underdog-The-Kurt-Warner-Story#tab=summary,2021,26514814.0,,,25000000.0,PG
63,The Last Duel,"Oct 15, 2021",20th Century Studios,Drama,10853945.0,1067251.0,https://www.the-numbers.com/movie/Last-Duel-The#tab=summary,2021,10853945.0,19226058.0,30080003.0,100000000.0,R
64,Antlers,"Oct 29, 2021",Searchlight Pictures,Horror,10619670.0,1044215.0,https://www.the-numbers.com/movie/Antlers-(2020)#tab=summary,2021,10619670.0,25060732.0,35680402.0,,R
65,Cry Macho,"Sep 17, 2021",Warner Bros.,Drama,10310734.0,1013838.0,https://www.the-numbers.com/movie/Cry-Macho-(2021)#tab=summary,2021,10310734.0,6200000.0,16510734.0,,PG-13
66,Monster Hunter,"Dec 18, 2020",Sony Pictures,Action,10144067.0,997450.0,https://www.the-numbers.com/movie/Monster-Hunter-(2020)#tab=summary,2021,15162470.0,32691423.0,47853893.0,60000000.0,PG-13
67,Last Night in Soho,"Oct 29, 2021",Focus Features,Thriller/Suspense,10127625.0,995833.0,https://www.the-numbers.com/movie/Last-Night-in-Soho-(2021-United-Kingdom)#tab=summary,2021,10127625.0,12439982.0,22567607.0,43000000.0,R
68,My Hero Academia: World Her…,"Oct 29, 2021",FUNimation,Adventure,9767647.0,960437.0,https://www.the-numbers.com/movie/Boku-no-Hero-Academia-World-Heroes-Mission-(2021-Japan)#tab=summary,2021,9767647.0,31088900.0,40856547.0,,PG-13
69,News of the World,"Dec 25, 2020",Universal,Western,8951155.0,880153.0,https://www.the-numbers.com/movie/News-of-the-World#tab=summary,2021,12668325.0,,,38000000.0,PG-13
70,The Many Saints of Newark,"Oct 1, 2021",Warner Bros.,Drama,8237403.0,809971.0,https://www.the-numbers.com/movie/Many-Saints-of-Newark-The-(2020)#tab=summary,2021,8237403.0,4800000.0,13037403.0,50000000.0,R
71,Dazed and Confused,"Sep 24, 1993",,Comedy,7961889.0,782879.0,https://www.the-numbers.com/movie/Dazed-and-Confused#tab=summary,2021,8264399.0,7971.0,8272370.0,6900000.0,R
72,Nightmare Alley,"Dec 17, 2021",Searchlight Pictures,Thriller/Suspense,7580143.0,745343.0,https://www.the-numbers.com/movie/Nightmare-Alley-(2021)#tab=summary,2021,11338107.0,26199666.0,37537773.0,60000000.0,R
73,The Protégé,"Aug 20, 2021",Lionsgate,Action,7446823.0,732234.0,https://www.the-numbers.com/movie/Protege-The-(2021)#tab=summary,2021,7446823.0,809206.0,8256029.0,,R
